Region,iso3,Country,City/Town,Year,"Annual mean, ug/m3",Temporal coverage,note on converted PM2.5,Number and type of monitoring stations,Reference for air quality,Database version (year),status
Americas (HIC),CAN,Canada,Bathurst,2015,6,>75%,Measured,1 Residential,New Brunswick Department of Environment and Local Government,2018,
Americas (HIC),CAN,Canada,Beaverlodge,2015,5,>75%,Measured,1 Agricultural,Alberta Environment and Parks,2018,
Americas (HIC),CAN,Canada,Belleville,2015,6,>75%,Measured,1 Waterbody,Ontario Ministry of Environment and Climate Change,2018,
Americas (HIC),CAN,Canada,Brampton,2015,8,>75%,Measured,1 Residential,Ontario Ministry of Environment and Climate Change,2018,
Americas (HIC),CAN,Canada,Brandon,2015,7,>75%,Measured,1 Industrial,Manitoba Department of Sustainable Development,2018,
Americas (HIC),CAN,Canada,Brantford,2015,9,>75%,Measured,1 Industrial,Ontario Ministry of Environment and Climate Change,2018,
Americas (HIC),CAN,Canada,Bruderheim,2015,7,>75%,Measured,1 Residential,Alberta Environment and Parks,2018,
Americas (HIC),CAN,Canada,Burlington,2015,9,>75%,Measured,1 Commercial,Ontario Ministry of Environment and Climate Change,2018,
Americas (HIC),CAN,Canada,Burnaby,2015,7,>75%,Measured,2 Residential,"Metro Vancouver Parks, Planning & Environment Department",2018,
Americas (HIC),CAN,Canada,Burns Lake,2015,7,>75%,Measured,1 Residential,British Columbia Ministry of Environment & Climate Change Strategy,2018,
Americas (HIC),CAN,Canada,Calgary,2015,8,>75%,Measured,"1 Industrial, 1 Residential",Alberta Environment and Parks,2018,
Americas (HIC),CAN,Canada,Campbell River,2015,9,>75%,Measured,1 Residential,British Columbia Ministry of Environment & Climate Change Strategy,2018,
Americas (HIC),CAN,Canada,Caroline,2015,5,>75%,Measured,1 Agricultural,Alberta Environment and Parks,2018,
Americas (HIC),CAN,Canada,Charette,2015,7,>75%,Measured,1 Agricultural,"Gouvernement du Qu<U+00E9>bec, Minist<U+00E8>re du D<U+00E9>veloppement durable, de l<U+2019>Environnement et de la Lutte contre les changements climatiques",2018,
Americas (HIC),CAN,Canada,Charlottetown,2015,4,>75%,Measured,1 Residential,"Prince Edward Island Department of Communities, Land and Environment",2018,
Americas (HIC),CAN,Canada,Chatham,2015,8,>75%,Measured,1 Residential,Ontario Ministry of Environment and Climate Change,2018,
Americas (HIC),CAN,Canada,Chilliwack,2015,7,>75%,Measured,1 Residential,British Columbia Ministry of Environment & Climate Change Strategy,2018,
Americas (HIC),CAN,Canada,Cold Lake,2015,9,>75%,Measured,1 Residential,Alberta Environment and Parks,2018,
Americas (HIC),CAN,Canada,Corner Brook,2015,6,>75%,Measured,1 Residential,"Newfoundland and Labrador Department of Municipal Affairs and Environment
",2018,
Americas (HIC),CAN,Canada,Cornwall,2015,7,>75%,Measured,1 Residential,Ontario Ministry of Environment and Climate Change,2018,
Americas (HIC),CAN,Canada,Courtenay,2015,9,>75%,Measured,1 Residential,British Columbia Ministry of Environment & Climate Change Strategy,2018,
Americas (HIC),CAN,Canada,Crofton,2015,8,>75%,Measured,"1 Forested, 1 Residential",British Columbia Ministry of Environment & Climate Change Strategy,2018,
Americas (HIC),CAN,Canada,Dartmouth,2013,7,NA,Measured,-,National Air Pollution Surveillance Network.,2016,
Americas (HIC),CAN,Canada,Debolt,2015,5,>75%,Measured,1 Agricultural,Alberta Environment and Parks,2018,
Americas (HIC),CAN,Canada,Delta,2015,6,>75%,Measured,2 Residential,"Metro Vancouver Parks, Planning & Environment Department",2018,
Americas (HIC),CAN,Canada,Deschambault,2015,6,>75%,Measured,1 Agricultural,"Gouvernement du Qu<U+00E9>bec, Minist<U+00E8>re du D<U+00E9>veloppement durable, de l<U+2019>Environnement et de la Lutte contre les changements climatiques",2018,
Americas (HIC),CAN,Canada,Dorset,2015,6,>75%,Measured,1 Forested,Ontario Ministry of Environment and Climate Change,2018,
Americas (HIC),CAN,Canada,Drayton Valley,2015,7,>75%,Measured,1 Residential,Alberta Environment and Parks,2018,
Americas (HIC),CAN,Canada,Duncan,2015,8,>75%,Measured,1 Residential,British Columbia Ministry of Environment & Climate Change Strategy,2018,
Americas (HIC),CAN,Canada,Edmonton,2015,9,>75%,Measured,"1 Parks, 2 Residential",Alberta Environment and Parks,2018,
Americas (HIC),CAN,Canada,Edson,2015,4,>75%,Measured,1 Industrial,Alberta Environment and Parks,2018,
Americas (HIC),CAN,Canada,Elk Island,2015,6,>75%,Measured,1 Waterbody,Alberta Environment and Parks,2018,
Americas (HIC),CAN,Canada,Ferme Neuve,2015,6,>75%,Measured,1 Forested,"Gouvernement du Qu<U+00E9>bec, Minist<U+00E8>re du D<U+00E9>veloppement durable, de l<U+2019>Environnement et de la Lutte contre les changements climatiques",2018,
Americas (HIC),CAN,Canada,Fort Chipewyan,2015,9,>75%,Measured,1 Waterbody,Alberta Environment and Parks,2018,
Americas (HIC),CAN,Canada,Fort Mackay,2015,8,>75%,Measured,2 Forested,Alberta Environment and Parks,2018,
Americas (HIC),CAN,Canada,Fort Mcmurray,2015,8,>75%,Measured,"1 Residential, 1 Waterbody",Alberta Environment and Parks,2018,
Americas (HIC),CAN,Canada,Fort Saskatchewan,2015,7,>75%,Measured,1 Residential,Alberta Environment and Parks,2018,
Americas (HIC),CAN,Canada,Fort Smith,2015,7,>75%,Measured,1 Residential,Government of Northwest Territories Environment and Natural Resources,2018,
Americas (HIC),CAN,Canada,Fredericton,2015,6,>75%,Measured,1 Residential,New Brunswick Department of Environment and Local Government,2018,
Americas (HIC),CAN,Canada,Gatineau,2015,6,>75%,Measured,1 Residential,"Gouvernement du Qu<U+00E9>bec, Minist<U+00E8>re du D<U+00E9>veloppement durable, de l<U+2019>Environnement et de la Lutte contre les changements climatiques",2018,
Americas (HIC),CAN,Canada,Genesee,2015,4,>75%,Measured,1 Agricultural,Alberta Environment and Parks,2018,
Americas (HIC),CAN,Canada,Golden,2015,10,>75%,Measured,1 Residential,British Columbia Ministry of Environment & Climate Change Strategy,2018,
Americas (HIC),CAN,Canada,Grand Bend,2015,8,>75%,Measured,1 Residential,Ontario Ministry of Environment and Climate Change,2018,
Americas (HIC),CAN,Canada,Grand Falls - Windsor,2015,5,>75%,Measured,1 Industrial,"Newfoundland and Labrador Department of Municipal Affairs and Environment
",2018,
Americas (HIC),CAN,Canada,Grand Forks,2015,7,>75%,Measured,1 Residential,British Columbia Ministry of Environment & Climate Change Strategy,2018,
Americas (HIC),CAN,Canada,Grande Prairie,2015,5,>75%,Measured,"1 Forested, 1 Waterbody",Alberta Environment and Parks,2018,
Americas (HIC),CAN,Canada,Guelph,2015,8,>75%,Measured,1 Residential,Ontario Ministry of Environment and Climate Change,2018,
Americas (HIC),CAN,Canada,Halifax,2015,4,>75%,Measured,1 Residential,Nova Scotia Environment,2018,
Americas (HIC),CAN,Canada,Hamilton,2015,10,>75%,Measured,3 Residential,Ontario Ministry of Environment and Climate Change,2018,
Americas (HIC),CAN,Canada,Hinton,2015,9,>75%,Measured,1 Open,Alberta Environment and Parks,2018,
Americas (HIC),CAN,Canada,Hope,2015,6,>75%,Measured,1 Forested,British Columbia Ministry of Environment & Climate Change Strategy,2018,
Americas (HIC),CAN,Canada,Houston,2015,10,>75%,Measured,1 Residential,British Columbia Ministry of Environment & Climate Change Strategy,2018,
Americas (HIC),CAN,Canada,Inuvik,2015,5,>75%,Measured,1 Residential,Government of Northwest Territories Environment and Natural Resources,2018,
Americas (HIC),CAN,Canada,Kamloops,2015,8,>75%,Measured,1 Residential,British Columbia Ministry of Environment & Climate Change Strategy,2018,
Americas (HIC),CAN,Canada,Kelowna,2015,9,>75%,Measured,1 Residential,British Columbia Ministry of Environment & Climate Change Strategy,2018,
Americas (HIC),CAN,Canada,Kingston,2015,6,>75%,Measured,1 Residential,Ontario Ministry of Environment and Climate Change,2018,
Americas (HIC),CAN,Canada,Kitchener,2015,9,>75%,Measured,1 Residential,Ontario Ministry of Environment and Climate Change,2018,
Americas (HIC),CAN,Canada,Kitimat,2015,6,>75%,Measured,"1 Industrial, 2 Residential",British Columbia Ministry of Environment & Climate Change Strategy,2018,
Americas (HIC),CAN,Canada,L'assomption,2015,9,>75%,Measured,1 Agricultural,"Gouvernement du Qu<U+00E9>bec, Minist<U+00E8>re du D<U+00E9>veloppement durable, de l<U+2019>Environnement et de la Lutte contre les changements climatiques",2018,
Americas (HIC),CAN,Canada,La Dore,2015,5,>75%,Measured,1 Forested,"Gouvernement du Qu<U+00E9>bec, Minist<U+00E8>re du D<U+00E9>veloppement durable, de l<U+2019>Environnement et de la Lutte contre les changements climatiques",2018,
Americas (HIC),CAN,Canada,La Patrie,2015,5,>75%,Measured,1 Forested,"Gouvernement du Qu<U+00E9>bec, Minist<U+00E8>re du D<U+00E9>veloppement durable, de l<U+2019>Environnement et de la Lutte contre les changements climatiques",2018,
Americas (HIC),CAN,Canada,La Peche,2015,6,>75%,Measured,1 Parks,"Gouvernement du Qu<U+00E9>bec, Minist<U+00E8>re du D<U+00E9>veloppement durable, de l<U+2019>Environnement et de la Lutte contre les changements climatiques",2018,
Americas (HIC),CAN,Canada,Lac-Edouard,2015,5,>75%,Measured,1 Agricultural,"Gouvernement du Qu<U+00E9>bec, Minist<U+00E8>re du D<U+00E9>veloppement durable, de l<U+2019>Environnement et de la Lutte contre les changements climatiques",2018,
Americas (HIC),CAN,Canada,Lamont,2015,8,>75%,Measured,1 Agricultural,Alberta Environment and Parks,2018,
Americas (HIC),CAN,Canada,Langdale,2015,6,>75%,Measured,1 Residential,British Columbia Ministry of Environment & Climate Change Strategy,2018,
Americas (HIC),CAN,Canada,Langley,2015,7,>75%,Measured,1 Residential,"Metro Vancouver Parks, Planning & Environment Department",2018,
Americas (HIC),CAN,Canada,Laval,2015,8,>75%,Measured,1 Residential,"Gouvernement du Qu<U+00E9>bec, Minist<U+00E8>re du D<U+00E9>veloppement durable, de l<U+2019>Environnement et de la Lutte contre les changements climatiques",2018,
Americas (HIC),CAN,Canada,Lemieux,2015,9,>75%,Measured,1 Forested,"Gouvernement du Qu<U+00E9>bec, Minist<U+00E8>re du D<U+00E9>veloppement durable, de l<U+2019>Environnement et de la Lutte contre les changements climatiques",2018,
Americas (HIC),CAN,Canada,Lethbridge,2015,8,>75%,Measured,1 Industrial,Alberta Environment and Parks,2018,
Americas (HIC),CAN,Canada,London,2015,8,>75%,Measured,1 Residential,Ontario Ministry of Environment and Climate Change,2018,
Americas (HIC),CAN,Canada,Longueuil,2015,9,>75%,Measured,2 Residential,"Gouvernement du Qu<U+00E9>bec, Minist<U+00E8>re du D<U+00E9>veloppement durable, de l<U+2019>Environnement et de la Lutte contre les changements climatiques",2018,
Americas (HIC),CAN,Canada,Marystown,2015,6,>75%,Measured,1 Residential,"Newfoundland and Labrador Department of Municipal Affairs and Environment
",2018,
Americas (HIC),CAN,Canada,Medicine Hat,2015,7,>75%,Measured,1 Residential,Alberta Environment and Parks,2018,
Americas (HIC),CAN,Canada,Mission,2015,6,>75%,Measured,1 Residential,British Columbia Ministry of Environment & Climate Change Strategy,2018,
Americas (HIC),CAN,Canada,Mississauga,2015,8,>75%,Measured,1 Commercial,Ontario Ministry of Environment and Climate Change,2018,
Americas (HIC),CAN,Canada,Moncton,2015,6,>75%,Measured,1 Residential,New Brunswick Department of Environment and Local Government,2018,
Americas (HIC),CAN,Canada,Montreal,2015,8,>75%,Measured,"1 Commercial, 1 Industrial, 6 Residential",Ville de Montr<U+00E9>al Direction de l<U+2019>environnement,2018,
Americas (HIC),CAN,Canada,Morrisburg,2013,7,NA,Measured,-,National Air Pollution Surveillance Network.,2016,
Americas (HIC),CAN,Canada,Mount Pearl,2015,4,>75%,Measured,1 Residential,"Newfoundland and Labrador Department of Municipal Affairs and Environment
",2018,
Americas (HIC),CAN,Canada,Nanaimo,2015,4,>75%,Measured,1 Parks,British Columbia Ministry of Environment & Climate Change Strategy,2018,
Americas (HIC),CAN,Canada,Newmarket,2015,7,>75%,Measured,1 Residential,Ontario Ministry of Environment and Climate Change,2018,
Americas (HIC),CAN,Canada,North Bay,2015,5,>75%,Measured,1 Residential,Ontario Ministry of Environment and Climate Change,2018,
Americas (HIC),CAN,Canada,North Vancouver,2015,6,>75%,Measured,"1 Industrial, 1 Residential","Metro Vancouver Parks, Planning & Environment Department",2018,
Americas (HIC),CAN,Canada,Notre-Dame-Du-Rosaire,2013,5,NA,Measured,-,National Air Pollution Surveillance Network.,2016,
Americas (HIC),CAN,Canada,Oakville,2015,8,>75%,Measured,1 Residential,Ontario Ministry of Environment and Climate Change,2018,
Americas (HIC),CAN,Canada,Oshawa,2015,8,>75%,Measured,1 Residential,Ontario Ministry of Environment and Climate Change,2018,
Americas (HIC),CAN,Canada,Ottawa,2015,7,>75%,Measured,"1 Agricultural, 1 Residential",Ontario Ministry of Environment and Climate Change,2018,
Americas (HIC),CAN,Canada,Parry Sound,2015,6,>75%,Measured,1 Waterbody,Ontario Ministry of Environment and Climate Change,2018,
Americas (HIC),CAN,Canada,Petawawa,2015,5,>75%,Measured,1 Forested,Ontario Ministry of Environment and Climate Change,2018,
Americas (HIC),CAN,Canada,Peterborough,2015,7,>75%,Measured,1 Residential,Ontario Ministry of Environment and Climate Change,2018,
Americas (HIC),CAN,Canada,Pictou,2015,7,>75%,Measured,1 Residential,Nova Scotia Environment,2018,
Americas (HIC),CAN,Canada,Pitt Meadows,2015,6,>75%,Measured,1 Agricultural,"Metro Vancouver Parks, Planning & Environment Department",2018,
Americas (HIC),CAN,Canada,Port Alberni,2015,9,>75%,Measured,1 Residential,British Columbia Ministry of Environment & Climate Change Strategy,2018,
Americas (HIC),CAN,Canada,Port Hawkesbury,2015,6,>75%,Measured,1 Residential,Nova Scotia Environment,2018,
Americas (HIC),CAN,Canada,Port Moody,2015,6,>75%,Measured,1 Waterbody,"Metro Vancouver Parks, Planning & Environment Department",2018,
Americas (HIC),CAN,Canada,Port Stanley,2015,8,>75%,Measured,1 Agricultural,Ontario Ministry of Environment and Climate Change,2018,
Americas (HIC),CAN,Canada,Powell River,2015,3,>75%,Measured,2 Residential,British Columbia Ministry of Environment & Climate Change Strategy,2018,
Americas (HIC),CAN,Canada,Quebec,2015,9,>75%,Measured,3 Residential,"Gouvernement du Qu<U+00E9>bec, Minist<U+00E8>re du D<U+00E9>veloppement durable, de l<U+2019>Environnement et de la Lutte contre les changements climatiques",2018,
Americas (HIC),CAN,Canada,Quesnel,2015,10,>75%,Measured,1 Residential,British Columbia Ministry of Environment & Climate Change Strategy,2018,
Americas (HIC),CAN,Canada,Red Deer,2015,9,>75%,Measured,2 Residential,Alberta Environment and Parks,2018,
Americas (HIC),CAN,Canada,Regina,2015,11,>75%,Measured,1 Residential,Saskatchewan Ministry of Environment,2018,
Americas (HIC),CAN,Canada,Richmond,2015,6,>75%,Measured,"1 Commercial, 1 Residential","Metro Vancouver Parks, Planning & Environment Department",2018,
Americas (HIC),CAN,Canada,Rouyn-Noranda,2015,6,>75%,Measured,1 Residential,"Gouvernement du Qu<U+00E9>bec, Minist<U+00E8>re du D<U+00E9>veloppement durable, de l<U+2019>Environnement et de la Lutte contre les changements climatiques",2018,
Americas (HIC),CAN,Canada,Saguenay,2015,8,>75%,Measured,1 Residential,"Gouvernement du Qu<U+00E9>bec, Minist<U+00E8>re du D<U+00E9>veloppement durable, de l<U+2019>Environnement et de la Lutte contre les changements climatiques",2018,
Americas (HIC),CAN,Canada,Saint John,2015,6,>75%,Measured,3 Residential,New Brunswick Department of Environment and Local Government,2018,
Americas (HIC),CAN,Canada,Saint-Faustin-Lac-Carre,2015,6,>75%,Measured,1 Forested,"Gouvernement du Qu<U+00E9>bec, Minist<U+00E8>re du D<U+00E9>veloppement durable, de l<U+2019>Environnement et de la Lutte contre les changements climatiques",2018,
Americas (HIC),CAN,Canada,Saint-Jean-Sur-Richelieu,2015,6,>75%,Measured,1 Agricultural,"Gouvernement du Qu<U+00E9>bec, Minist<U+00E8>re du D<U+00E9>veloppement durable, de l<U+2019>Environnement et de la Lutte contre les changements climatiques",2018,
Americas (HIC),CAN,Canada,Saint-Simon,2015,7,>75%,Measured,1 Agricultural,"Gouvernement du Qu<U+00E9>bec, Minist<U+00E8>re du D<U+00E9>veloppement durable, de l<U+2019>Environnement et de la Lutte contre les changements climatiques",2018,
Americas (HIC),CAN,Canada,Saint-Zephirin-De-Courval,2015,7,>75%,Measured,1 Agricultural,"Gouvernement du Qu<U+00E9>bec, Minist<U+00E8>re du D<U+00E9>veloppement durable, de l<U+2019>Environnement et de la Lutte contre les changements climatiques",2018,
Americas (HIC),CAN,Canada,Sarnia,2015,8,>75%,Measured,1 Parks,Ontario Ministry of Environment and Climate Change,2018,
Americas (HIC),CAN,Canada,Saskatoon,2015,11,>75%,Measured,1 Residential,Saskatchewan Ministry of Environment,2018,
Americas (HIC),CAN,Canada,Sault Ste. Marie,2015,6,>75%,Measured,1 Commercial,Ontario Ministry of Environment and Climate Change,2018,
Americas (HIC),CAN,Canada,Senneterre,2015,5,>75%,Measured,1 Forested,"Gouvernement du Qu<U+00E9>bec, Minist<U+00E8>re du D<U+00E9>veloppement durable, de l<U+2019>Environnement et de la Lutte contre les changements climatiques",2018,
Americas (HIC),CAN,Canada,Sherbrooke,2015,7,>75%,Measured,1 Residential,"Gouvernement du Qu<U+00E9>bec, Minist<U+00E8>re du D<U+00E9>veloppement durable, de l<U+2019>Environnement et de la Lutte contre les changements climatiques",2018,
Americas (HIC),CAN,Canada,Simcoe,2015,8,>75%,Measured,1 Agricultural,Ontario Ministry of Environment and Climate Change,2018,
Americas (HIC),CAN,Canada,Smithers,2015,8,>75%,Measured,1 Residential,British Columbia Ministry of Environment & Climate Change Strategy,2018,
Americas (HIC),CAN,Canada,Southampton,2015,3,>75%,Measured,1 Agricultural,"Prince Edward Island Department of Communities, Land and Environment",2018,
Americas (HIC),CAN,Canada,Squamish,2015,8,>75%,Measured,1 Residential,British Columbia Ministry of Environment & Climate Change Strategy,2018,
Americas (HIC),CAN,Canada,St Lina,2015,7,>75%,Measured,1 Forested,Alberta Environment and Parks,2018,
Americas (HIC),CAN,Canada,St-Hilaire-De-Dorset,2015,6,>75%,Measured,1 Forested,"Gouvernement du Qu<U+00E9>bec, Minist<U+00E8>re du D<U+00E9>veloppement durable, de l<U+2019>Environnement et de la Lutte contre les changements climatiques",2018,
Americas (HIC),CAN,Canada,St. Andrews,2015,6,>75%,Measured,1 Parks,New Brunswick Department of Environment and Local Government,2018,
